order_id,farmer_id,consumer_id,crop_name,price_per_kg,quantity_kg,total,amount_saved,status,date,month,year,location
order_00396,farmer_0045,consumer_0197,Banana,42.72,18.1,773.23,251.54,Delivered,2023-01-22,1,2023,Erode
order_02848,farmer_0031,consumer_0112,Tomato,37.99,12.5,474.88,189.13,Delivered,2023-01-22,1,2023,Coimbatore
order_02534,farmer_0009,consumer_0199,Tomato,39.24,26.5,1039.86,376.19,On the way,2023-01-22,1,2023,Tirunelveli
order_02889,farmer_0044,consumer_0098,Carrot,60.11,19.5,1172.14,377.16,Delivered,2023-01-22,1,2023,Thanjavur
order_02962,farmer_0039,consumer_0145,Chilli,135.82,4.1,556.86,116.13,On the way,2023-01-22,1,2023,Chennai
order_02860,farmer_0022,consumer_0064,Brinjal,27.68,49.9,1381.23,403.97,On the way,2023-01-23,1,2023,Coimbatore
order_01916,farmer_0043,consumer_0169,Potato,31.64,35.2,1113.73,386.64,Delivered,2023-01-23,1,2023,Madurai
order_00796,farmer_0045,consumer_0007,Cotton,57.11,15.9,908.05,323.27,Delivered,2023-01-24,1,2023,Chennai
order_02008,farmer_0007,consumer_0108,Groundnut,68.92,8.3,572.04,141.26,Delivered,2023-01-25,1,2023,Madurai
order_00176,farmer_0029,consumer_0039,Brinjal,32.44,29.2,947.25,254.42,Delivered,2023-01-26,1,2023,Erode
order_01969,farmer_0020,consumer_0031,Rice,31.42,46.0,1445.32,496.27,Delivered,2023-01-26,1,2023,Thanjavur
order_02435,farmer_0047,consumer_0010,Cotton,60.32,3.5,211.12,46.0,Processing,2023-01-27,1,2023,Dindigul
order_00479,farmer_0022,consumer_0162,Brinjal,28.4,13.0,369.2,144.49,Delivered,2023-01-27,1,2023,Trichy
order_02681,farmer_0030,consumer_0008,Coconut,29.35,12.3,361.01,134.42,Processing,2023-01-28,1,2023,Dindigul
order_02512,farmer_0028,consumer_0147,Potato,32.35,15.9,514.37,163.48,Delivered,2023-01-29,1,2023,Salem
order_01607,farmer_0046,consumer_0003,Brinjal,29.06,1.0,29.06,10.63,Processing,2023-01-29,1,2023,Dindigul
order_01775,farmer_0018,consumer_0048,Cotton,55.15,7.5,413.62,90.64,Delivered,2023-01-29,1,2023,Tirunelveli
order_01113,farmer_0021,consumer_0109,Potato,31.98,7.3,233.45,84.98,Delivered,2023-01-30,1,2023,Vellore
order_00067,farmer_0010,consumer_0025,Tomato,35.05,1.0,35.05,12.22,Delivered,2023-01-31,1,2023,Dindigul
order_01203,farmer_0045,consumer_0168,Coconut,26.23,26.0,681.98,137.02,Delivered,2023-01-31,1,2023,Coimbatore
order_01912,farmer_0002,consumer_0062,Potato,28.33,131.9,3736.73,1163.97,Delivered,2023-02-01,2,2023,Dindigul
order_02689,farmer_0024,consumer_0104,Sugarcane,3.4,29.7,100.98,35.15,Delivered,2023-02-02,2,2023,Vellore
order_01864,farmer_0050,consumer_0057,Carrot,47.44,14.7,697.37,255.97,Processing,2023-02-02,2,2023,Erode
order_01924,farmer_0045,consumer_0070,Coconut,26.28,22.9,601.81,237.22,Delivered,2023-02-03,2,2023,Thanjavur
order_02165,farmer_0040,consumer_0019,Carrot,52.42,3.4,178.23,38.99,Delivered,2023-02-03,2,2023,Vellore
order_02626,farmer_0020,consumer_0033,Carrot,51.24,110.5,5662.02,2078.84,Delivered,2023-02-03,2,2023,Trichy
order_01424,farmer_0011,consumer_0170,Cotton,54.35,97.1,5277.39,1151.39,Delivered,2023-02-03,2,2023,Madurai
order_00550,farmer_0012,consumer_0199,Tomato,39.89,24.6,981.29,202.36,On the way,2023-02-03,2,2023,Coimbatore
order_01416,farmer_0007,consumer_0056,Potato,26.37,4.2,110.75,25.13,Delivered,2023-02-03,2,2023,Salem
order_01635,farmer_0029,consumer_0122,Potato,28.63,12.2,349.29,110.61,Delivered,2023-02-04,2,2023,Madurai
order_00498,farmer_0036,consumer_0123,Chilli,137.88,29.2,4026.1,905.0,Delivered,2023-02-04,2,2023,Vellore
order_02468,farmer_0002,consumer_0032,Coconut,26.81,21.5,576.41,204.5,Delivered,2023-02-04,2,2023,Coimbatore
order_00810,farmer_0034,consumer_0048,Chilli,138.19,15.4,2128.13,754.37,Delivered,2023-02-04,2,2023,Madurai
order_00114,farmer_0021,consumer_0182,Sugarcane,3.98,1.0,3.98,1.06,Delivered,2023-02-04,2,2023,Madurai
order_01001,farmer_0025,consumer_0166,Rice,30.15,31.0,934.65,238.92,Delivered,2023-02-05,2,2023,Coimbatore
order_00607,farmer_0048,consumer_0158,Carrot,55.42,9.2,509.86,199.3,Processing,2023-02-05,2,2023,Trichy
order_02285,farmer_0020,consumer_0027,Cauliflower,34.2,4.3,147.06,54.46,Processing,2023-02-05,2,2023,Dindigul
order_02431,farmer_0036,consumer_0197,Cotton,59.12,1.9,112.33,29.65,Delivered,2023-02-05,2,2023,Vellore
order_02094,farmer_0010,consumer_0011,Carrot,46.4,79.5,3688.8,1083.51,Delivered,2023-02-05,2,2023,Salem
order_00873,farmer_0001,consumer_0089,Cotton,55.51,44.3,2459.09,902.96,Delivered,2023-02-05,2,2023,Tirunelveli
order_02807,farmer_0038,consumer_0089,Chilli,145.48,10.9,1585.73,581.64,Delivered,2023-02-06,2,2023,Erode
order_00482,farmer_0014,consumer_0084,Onion,39.9,104.6,4173.54,1207.89,Delivered,2023-02-06,2,2023,Salem
order_01985,farmer_0031,consumer_0174,Potato,23.87,26.5,632.56,166.18,Delivered,2023-02-07,2,2023,Chennai
order_01970,farmer_0046,consumer_0140,Banana,39.12,28.4,1111.01,443.17,On the way,2023-02-07,2,2023,Madurai
order_02816,farmer_0044,consumer_0008,Onion,40.6,3.7,150.22,32.38,Delivered,2023-02-09,2,2023,Chennai
order_00486,farmer_0025,consumer_0193,Brinjal,27.52,50.5,1389.76,365.08,Delivered,2023-02-09,2,2023,Madurai
order_01894,farmer_0037,consumer_0157,Sugarcane,3.61,3.2,11.55,2.57,Delivered,2023-02-09,2,2023,Tirunelveli
order_01908,farmer_0043,consumer_0149,Coconut,24.89,10.4,258.86,75.47,Delivered,2023-02-09,2,2023,Vellore
order_01241,farmer_0036,consumer_0016,Coconut,26.06,5.0,130.3,36.43,Delivered,2023-02-09,2,2023,Coimbatore
order_02973,farmer_0022,consumer_0064,Rice,30.63,34.3,1050.61,406.43,On the way,2023-02-10,2,2023,Salem
order_01854,farmer_0032,consumer_0159,Brinjal,27.11,8.2,222.3,88.83,Delivered,2023-02-10,2,2023,Dindigul
order_01612,farmer_0045,consumer_0152,Onion,38.37,45.5,1745.83,368.93,Delivered,2023-02-10,2,2023,Trichy
order_00059,farmer_0025,consumer_0024,Lady Finger,43.13,33.0,1423.29,555.16,Processing,2023-02-10,2,2023,Vellore
order_02645,farmer_0043,consumer_0075,Groundnut,64.42,5.8,373.64,126.01,Delivered,2023-02-10,2,2023,Trichy
order_02856,farmer_0037,consumer_0009,Carrot,46.86,47.0,2202.42,610.91,Delivered,2023-02-11,2,2023,Dindigul
order_02302,farmer_0047,consumer_0103,Coconut,27.74,2.1,58.25,17.62,On the way,2023-02-11,2,2023,Dindigul
order_01978,farmer_0004,consumer_0196,Cabbage,20.69,9.1,188.28,56.6,Delivered,2023-02-12,2,2023,Tirunelveli
order_00705,farmer_0047,consumer_0067,Brinjal,26.55,47.5,1261.12,277.31,Delivered,2023-02-12,2,2023,Madurai
order_02633,farmer_0002,consumer_0148,Chilli,142.5,12.7,1809.75,524.74,On the way,2023-02-12,2,2023,Vellore
order_00347,farmer_0029,consumer_0107,Rice,33.14,74.0,2452.36,911.07,Delivered,2023-02-12,2,2023,Thanjavur
order_01574,farmer_0048,consumer_0004,Lady Finger,40.58,26.2,1063.2,373.09,Delivered,2023-02-12,2,2023,Vellore
order_02984,farmer_0047,consumer_0177,Cauliflower,34.91,9.8,342.12,92.32,Delivered,2023-02-13,2,2023,Trichy
order_02417,farmer_0043,consumer_0063,Brinjal,27.43,2.5,68.58,18.68,Delivered,2023-02-13,2,2023,Tirunelveli
order_00430,farmer_0004,consumer_0085,Onion,42.7,1.1,46.97,9.48,Delivered,2023-02-13,2,2023,Coimbatore
order_00475,farmer_0036,consumer_0072,Rice,30.79,59.2,1822.77,545.85,On the way,2023-02-14,2,2023,Salem
order_01093,farmer_0018,consumer_0193,Chilli,136.6,49.3,6734.38,2572.55,Delivered,2023-02-14,2,2023,Trichy
order_01792,farmer_0043,consumer_0184,Cabbage,23.57,29.6,697.67,163.21,Delivered,2023-02-14,2,2023,Coimbatore
order_00910,farmer_0035,consumer_0185,Sugarcane,3.85,43.4,167.09,49.89,Delivered,2023-02-16,2,2023,Tirunelveli
order_02900,farmer_0002,consumer_0097,Groundnut,71.7,34.1,2444.97,874.08,Delivered,2023-02-16,2,2023,Dindigul
order_01636,farmer_0042,consumer_0161,Groundnut,74.47,16.1,1198.97,289.73,On the way,2023-02-16,2,2023,Vellore
order_02117,farmer_0044,consumer_0123,Lady Finger,42.9,1.0,42.9,15.97,Delivered,2023-02-16,2,2023,Tirunelveli
order_02735,farmer_0041,consumer_0133,Cauliflower,32.46,4.2,136.33,46.53,On the way,2023-02-17,2,2023,Tirunelveli
order_01790,farmer_0035,consumer_0112,Chilli,145.58,21.7,3159.09,917.81,Processing,2023-02-17,2,2023,Trichy
order_00869,farmer_0026,consumer_0164,Groundnut,70.68,12.7,897.64,357.26,Delivered,2023-02-17,2,2023,Coimbatore
order_00069,farmer_0007,consumer_0068,Lady Finger,42.59,36.5,1554.54,404.85,Delivered,2023-02-17,2,2023,Dindigul
order_00255,farmer_0028,consumer_0102,Banana,40.86,7.6,310.54,70.82,Delivered,2023-02-17,2,2023,Erode
order_02496,farmer_0007,consumer_0080,Chilli,135.72,69.3,9405.4,3118.71,Delivered,2023-02-17,2,2023,Salem
order_00510,farmer_0036,consumer_0018,Brinjal,28.91,24.1,696.73,232.66,Delivered,2023-02-18,2,2023,Chennai
order_01225,farmer_0015,consumer_0081,Coconut,25.66,45.4,1164.96,327.62,Delivered,2023-02-18,2,2023,Trichy
order_00639,farmer_0002,consumer_0056,Chilli,132.07,7.4,977.32,256.95,On the way,2023-02-18,2,2023,Tirunelveli
order_01882,farmer_0041,consumer_0083,Groundnut,67.53,32.4,2187.97,762.24,Delivered,2023-02-19,2,2023,Chennai
order_00507,farmer_0015,consumer_0123,Coconut,29.38,20.4,599.35,126.16,Delivered,2023-02-19,2,2023,Chennai
order_02362,farmer_0034,consumer_0035,Brinjal,30.01,38.2,1146.38,275.96,Delivered,2023-02-19,2,2023,Coimbatore
order_00073,farmer_0024,consumer_0123,Rice,31.42,84.2,2645.56,739.35,On the way,2023-02-20,2,2023,Dindigul
order_02243,farmer_0011,consumer_0010,Cotton,56.02,6.0,336.12,70.42,Delivered,2023-02-21,2,2023,Madurai
order_00104,farmer_0050,consumer_0172,Potato,24.45,137.5,3361.88,1254.75,Delivered,2023-02-21,2,2023,Vellore
order_01686,farmer_0016,consumer_0002,Groundnut,71.67,27.8,1992.43,441.15,Processing,2023-02-21,2,2023,Vellore
order_02863,farmer_0024,consumer_0071,Sugarcane,3.61,24.5,88.44,27.42,Delivered,2023-02-21,2,2023,Thanjavur
order_00331,farmer_0041,consumer_0085,Coconut,30.4,41.0,1246.4,303.13,On the way,2023-02-22,2,2023,Coimbatore
order_00799,farmer_0021,consumer_0098,Tomato,35.63,39.1,1393.13,479.02,Delivered,2023-02-22,2,2023,Coimbatore
order_02270,farmer_0031,consumer_0006,Chilli,148.41,32.1,4763.96,1199.56,Delivered,2023-02-23,2,2023,Chennai
order_02173,farmer_0036,consumer_0083,Tomato,41.95,31.0,1300.45,316.36,Delivered,2023-02-23,2,2023,Chennai
order_00726,farmer_0046,consumer_0024,Tomato,35.1,9.4,329.94,130.74,Delivered,2023-02-23,2,2023,Madurai
order_02868,farmer_0020,consumer_0013,Onion,42.33,43.7,1849.82,694.08,Delivered,2023-02-23,2,2023,Coimbatore
order_01035,farmer_0027,consumer_0142,Rice,30.65,6.2,190.03,68.64,Delivered,2023-02-24,2,2023,Salem
order_01895,farmer_0005,consumer_0158,Brinjal,24.63,20.5,504.91,201.35,Delivered,2023-02-24,2,2023,Vellore
order_00843,farmer_0027,consumer_0050,Chilli,130.5,22.0,2871.0,911.0,Delivered,2023-02-24,2,2023,Madurai
order_00851,farmer_0005,consumer_0083,Onion,43.59,8.0,348.72,96.68,Delivered,2023-02-25,2,2023,Salem
order_02198,farmer_0040,consumer_0194,Coconut,27.68,51.8,1433.82,314.18,Delivered,2023-02-26,2,2023,Chennai
order_01409,farmer_0042,consumer_0081,Cabbage,23.65,3.0,70.95,14.65,Delivered,2023-02-27,2,2023,Madurai
order_01302,farmer_0024,consumer_0120,Groundnut,60.53,18.0,1089.54,299.38,Delivered,2023-02-27,2,2023,Tirunelveli
order_01589,farmer_0027,consumer_0197,Brinjal,26.23,96.7,2536.44,941.15,Delivered,2023-02-27,2,2023,Tirunelveli
order_00560,farmer_0033,consumer_0047,Carrot,54.19,38.9,2107.99,816.02,Delivered,2023-02-27,2,2023,Erode
order_01233,farmer_0005,consumer_0013,Coconut,28.32,20.6,583.39,223.26,Delivered,2023-02-27,2,2023,Chennai
order_02119,farmer_0006,consumer_0141,Cauliflower,32.53,15.8,513.97,167.76,Delivered,2023-02-27,2,2023,Thanjavur
order_02569,farmer_0044,consumer_0155,Tomato,33.44,14.1,471.5,120.54,On the way,2023-02-27,2,2023,Salem
order_00284,farmer_0010,consumer_0105,Chilli,127.09,4.0,508.36,192.04,Processing,2023-02-28,2,2023,Chennai
order_02494,farmer_0036,consumer_0090,Rice,30.77,11.5,353.86,75.26,On the way,2023-02-28,2,2023,Coimbatore
order_02978,farmer_0023,consumer_0084,Cabbage,25.55,48.4,1236.62,367.89,Processing,2023-02-28,2,2023,Thanjavur
order_00516,farmer_0043,consumer_0132,Brinjal,28.86,19.0,548.34,158.53,Delivered,2023-03-01,3,2023,Tirunelveli
order_02223,farmer_0014,consumer_0122,Onion,31.8,14.1,448.38,111.63,Delivered,2023-03-01,3,2023,Madurai
order_01555,farmer_0035,consumer_0153,Tomato,39.83,39.7,1581.25,534.3,On the way,2023-03-01,3,2023,Thanjavur
order_02461,farmer_0019,consumer_0032,Chilli,132.57,3.6,477.25,183.67,Delivered,2023-03-02,3,2023,Erode
order_01707,farmer_0020,consumer_0157,Rice,32.17,16.6,534.02,119.46,Delivered,2023-03-02,3,2023,Thanjavur
order_01527,farmer_0025,consumer_0078,Brinjal,28.23,12.9,364.17,91.67,Delivered,2023-03-02,3,2023,Thanjavur
order_01158,farmer_0037,consumer_0054,Brinjal,28.24,40.3,1138.07,316.82,Delivered,2023-03-03,3,2023,Madurai
order_00875,farmer_0010,consumer_0104,Chilli,148.64,15.2,2259.33,700.05,Delivered,2023-03-03,3,2023,Dindigul
order_01760,farmer_0034,consumer_0101,Groundnut,65.26,9.3,606.92,218.17,Delivered,2023-03-03,3,2023,Dindigul
order_01624,farmer_0039,consumer_0081,Lady Finger,43.11,1.1,47.42,9.58,Delivered,2023-03-05,3,2023,Chennai
order_00585,farmer_0046,consumer_0199,Groundnut,66.84,1.0,66.84,18.95,Delivered,2023-03-05,3,2023,Madurai
order_00779,farmer_0014,consumer_0094,Potato,25.97,6.2,161.01,36.0,Delivered,2023-03-06,3,2023,Trichy
order_01508,farmer_0030,consumer_0011,Cabbage,19.12,25.6,489.47,113.95,On the way,2023-03-06,3,2023,Tirunelveli
order_01905,farmer_0005,consumer_0117,Coconut,35.55,7.3,259.51,78.77,Delivered,2023-03-06,3,2023,Madurai
order_01011,farmer_0043,consumer_0191,Carrot,41.55,48.2,2002.71,579.38,Delivered,2023-03-07,3,2023,Thanjavur
order_01250,farmer_0027,consumer_0174,Tomato,34.62,1.0,34.62,10.88,Delivered,2023-03-07,3,2023,Chennai
order_00722,farmer_0016,consumer_0080,Onion,32.46,21.9,710.87,253.94,Delivered,2023-03-08,3,2023,Thanjavur
order_00199,farmer_0034,consumer_0121,Tomato,38.27,1.4,53.58,18.02,Delivered,2023-03-08,3,2023,Tirunelveli
order_00178,farmer_0006,consumer_0162,Groundnut,63.7,29.4,1872.78,622.02,Delivered,2023-03-08,3,2023,Erode
order_02872,farmer_0004,consumer_0147,Rice,30.37,52.6,1597.46,429.84,Delivered,2023-03-08,3,2023,Trichy
order_02131,farmer_0034,consumer_0123,Coconut,36.1,13.4,483.74,131.33,Delivered,2023-03-09,3,2023,Dindigul
order_01240,farmer_0037,consumer_0148,Onion,33.49,18.3,612.87,129.85,Delivered,2023-03-10,3,2023,Chennai
order_02677,farmer_0023,consumer_0186,Sugarcane,3.9,22.3,86.97,31.24,Delivered,2023-03-10,3,2023,Thanjavur
order_00021,farmer_0011,consumer_0019,Potato,26.58,25.9,688.42,252.49,Processing,2023-03-11,3,2023,Madurai
order_02041,farmer_0020,consumer_0187,Sugarcane,3.66,6.3,23.06,9.02,Delivered,2023-03-11,3,2023,Erode
order_00131,farmer_0023,consumer_0003,Groundnut,64.91,6.8,441.39,116.74,On the way,2023-03-11,3,2023,Madurai
order_02043,farmer_0040,consumer_0129,Cotton,57.95,27.0,1564.65,417.78,Delivered,2023-03-12,3,2023,Trichy
order_01795,farmer_0011,consumer_0090,Lady Finger,38.53,48.0,1849.44,586.19,On the way,2023-03-12,3,2023,Salem
order_01330,farmer_0040,consumer_0089,Cauliflower,32.29,9.3,300.3,71.98,On the way,2023-03-13,3,2023,Vellore
order_00162,farmer_0003,consumer_0137,Banana,38.21,154.1,5888.16,1879.24,Delivered,2023-03-14,3,2023,Tirunelveli
order_01275,farmer_0018,consumer_0183,Potato,25.69,12.4,318.56,104.11,Delivered,2023-03-15,3,2023,Madurai
order_02470,farmer_0049,consumer_0006,Cabbage,18.02,1.5,27.03,8.07,On the way,2023-03-15,3,2023,Tirunelveli
order_00401,farmer_0015,consumer_0010,Lady Finger,44.09,28.2,1243.34,365.28,On the way,2023-03-15,3,2023,Tirunelveli
order_00063,farmer_0034,consumer_0027,Tomato,37.33,1.0,37.33,13.78,Delivered,2023-03-15,3,2023,Thanjavur
order_00511,farmer_0001,consumer_0090,Rice,29.26,125.6,3675.06,888.51,Delivered,2023-03-15,3,2023,Coimbatore
order_00846,farmer_0019,consumer_0034,Cauliflower,32.09,55.4,1777.79,602.82,Delivered,2023-03-16,3,2023,Thanjavur
order_00622,farmer_0049,consumer_0059,Cabbage,18.93,2.9,54.9,21.73,Delivered,2023-03-16,3,2023,Coimbatore
